chr	pos	pos2	CpGsite	mean_contr_0YFU	mean_dec_0YFU	mean_contr_16YFU	mean_dec_16YFU	p_0YFU	p_16YFU	p_control	p_decline	Gene
chr5	141095464	141095466	cg15389068	0.753572431223544	0.774452734260957	0.770875127733636	0.781861537181928	0.0613241251025471	0.438935290634249	0.217278234109446	0.51080001590246	PCDHB2
chr5	141478373	141478375	cg14672084	0.802248985541236	0.800150247000489	0.808440795040246	0.807287425593895	0.640177628912561	0.858102401522223	0.165451996073234	0.275732809198986	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGC3;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3;PCDHGC3
chr5	140850241	140850243	cg24792717	0.816660783352748	0.821010968860754	0.822686716550107	0.825281588629522	0.452086285942004	0.774702008029958	0.328026350163252	0.629114789319815	PCDHA6;PCDHA2;PCDHA1;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA9;PCDHA9;PCDHA3;PCDHA4;PCDHA8
chr5	141223278	141223280	cg12396306	0.27150146287999	0.253247119612271	0.277682219113195	0.290261766768559	0.399887477705488	0.674995341811392	0.763460208206158	0.231893588580087	PCDHB14
chr5	141175237	141175239	cg25026992	0.642641369872704	0.652261647103658	0.648339886295983	0.660012423383408	0.598797213693102	0.560483791759656	0.798328711868434	0.613965931170373	PCDHB7;PCDHB7
chr5	141156593	141156595	cg05477834	0.510250880289564	0.495734719401113	0.509312101640101	0.492880587665556	0.39853467529044	0.430915558554367	0.964535622265141	0.864390536823214	PCDHB17
chr5	140834252	140834254	cg07745166	0.462997169246506	0.460604077331428	0.488659567243065	0.445174747894683	0.90708334325788	0.137058699999255	0.284658340939116	0.557486807052593	PCDHA6;PCDHA2;PCDHA1;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA7;PCDHA3;PCDHA4
chr5	141051453	141051455	cg12572625	0.330012129156318	0.338622421303457	0.32766917317863	0.341195572547986	0.463959782307193	0.387853294973417	0.780577872320916	0.883381696722643	PCDHB1;PCDHB1
chr5	141199896	141199898	cg05852276	0.613876329303713	0.563679364658287	0.614035300033724	0.551706437229538	0.0314310106256113	0.0273368422829447	0.994318047295071	0.666571440613416	PCDHB11
chr5	141383389	141383391	cg02722596	0.494990605758683	0.477787473901587	0.501712713922036	0.491902936092353	0.275190804778897	0.658421682558397	0.729400678602949	0.458672310347629	PCDHGA4;PCDHGA7;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB3
chr5	141245435	141245437	cg18664869	0.257163977030877	0.264900351954811	0.256972037019061	0.281706434835679	0.64827660848196	0.189193690471429	0.987239549312201	0.447472509870755	PCDHB15
chr5	141304378	141304380	cg22748470	0.791064883746609	0.789168139333718	0.795377749716603	0.790364682610311	0.749902111374497	0.311943976173148	0.402293138440107	0.835942354099139	SLC25A2
chr5	141150828	141150830	cg23247945	0.614898229912711	0.588996424205186	0.597203187311529	0.570003749482649	0.301662587806077	0.357667648971845	0.540858327676367	0.458978840171193	PCDHB6
chr5	141241806	141241808	cg17514558	0.514463366831955	0.502961050322371	0.532823381035841	0.486076004883447	0.474424948919635	0.042030929789768	0.389119591606726	0.341443362507728	PCDHB19P
